,Pick,Team,Name,College,Seasons,Games,Minutes Played,Points,Total Rebounds,Assists,FG%,3P%,FT%,MPG,PPG,TRPG,APG,Win Share,Win Share/48,Box +/-,VORP
1303,30,PHO,Nemanja Nedovic\nedovne01,,1,24,142,26,15,13,.205,.167,.875,5.9,1.1,0.6,0.5,-0.4,-.132,-10.6,-0.3
1304,31,CLE,Allen Crabbe\crabbal01,University of California,4,225,5110,1853,517,234,.454,.405,.848,22.7,8.2,2.3,1.0,9.4,.088,-1.0,1.3
1305,32,OKC,Alex Abrines\abrinal01,,1,66,1022,389,80,39,.391,.372,.898,15.5,5.9,1.2,0.6,2.0,.094,-2.7,-0.2
1306,33,CLE,Carrick Felix\felixca01,Arizona State University,1,7,38,19,6,4,.500,.400,.750,5.4,2.7,0.9,0.6,0.0,.057,-4.7,0.0
1307,34,HOU,Isaiah Canaan\canaais01,Murray State University,4,183,3739,1555,332,292,.368,.352,.827,20.4,8.5,1.8,1.6,3.5,.045,-2.8,-0.7
1308,35,PHI,Glen Rice\ricegl02,Georgia Institute of Technology,2,16,152,43,24,9,.269,.250,.692,9.5,2.7,1.5,0.6,-0.2,-.065,-7.3,-0.2
1309,36,SAC,Ray McCallum\mccalra01,University of Detroit Mercy,3,154,2808,920,306,368,.408,.335,.711,18.2,6.0,2.0,2.4,2.1,.035,-2.8,-0.6
1310,37,DET,Tony Mitchell\mitchto02,University of North Texas,1,21,79,22,26,2,.417,1.000,.579,3.8,1.0,1.2,0.1,0.2,.151,1.3,0.1
1311,38,WAS,Nate Wolters\woltena01,South Dakota State University,2,79,1556,459,183,208,.426,.261,.635,19.7,5.8,2.3,2.6,1.0,.030,-3.9,-0.7
1312,39,POR,Jeff Withey\witheje01,University of Kansas,4,194,2020,647,505,64,.531,.000,.721,10.4,3.3,2.6,0.3,6.8,.161,0.9,1.5
1313,40,POR,Grant Jerrett\jerregr01,University of Arizona,1,8,51,16,9,3,.269,.067,1.000,6.4,2.0,1.1,0.4,-0.1,-.128,-8.4,-0.1
1314,41,MEM,Jamaal Franklin\frankja01,San Diego State University,2,24,174,42,25,9,.415,.462,1.000,7.3,1.8,1.0,0.4,0.0,-.006,-5.4,-0.1
1315,42,PHI,Pierre Jackson\jackspi01,Baylor University,1,8,84,35,9,19,.333,.273,.857,10.5,4.4,1.1,2.4,0.0,.023,-4.3,0.0
1316,43,MIL,Ricky Ledo\ledori01,Providence College,2,28,277,109,38,21,.336,.371,.769,9.9,3.9,1.4,0.8,-0.6,-.096,-7.8,-0.4
1317,44,DAL,Mike Muscala\muscami01,Bucknell University,4,185,2414,858,508,147,.500,.378,.814,13.0,4.6,2.7,0.8,6.5,.130,0.0,1.2
1318,45,POR,Marko Todorovic\todorma01,,,,,,,,,,,,,,,,,,
1319,46,UTA,Erick Green\greener01,Virginia Polytechnic Institute and State University,2,52,452,159,37,42,.377,.288,.857,8.7,3.1,0.7,0.8,0.1,.011,-5.1,-0.3
1320,47,ATL,Raul Neto\netora01,,2,120,1832,576,148,206,.436,.385,.759,15.3,4.8,1.2,1.7,2.6,.067,-1.9,0.0
1321,48,LAL,Ryan Kelly\kellyry01,Duke University,4,161,3084,969,498,212,.379,.313,.795,19.2,6.0,3.1,1.3,3.0,.046,-2.2,-0.2
1322,49,CHI,Erik Murphy\murpher01,University of Florida,1,24,62,6,8,2,.231,.000,,2.6,0.3,0.3,0.1,-0.1,-.055,-8.1,-0.1
1323,50,ATL,James Ennis\ennisja01,California State University Long Beach,3,146,2852,895,470,132,.442,.373,.798,19.5,6.1,3.2,0.9,5.9,.100,-0.2,1.3
1324,51,ORL,Romero Osby,University of Oklahoma,,,,,,,,,,,,,,,,,
1325,52,MIN,Lorenzo Brown\brownlo01,North Carolina State University,3,63,834,206,105,142,.369,.152,.667,13.2,3.3,1.7,2.3,-0.2,-.013,-4.2,-0.5
1326,53,IND,Colton Iverson\iversco01,Colorado State University,,,,,,,,,,,,,,,,,
1327,54,WAS,Arsalan Kazemi\kazemar01,University of Oregon,,,,,,,,,,,,,,,,,
1328,55,MEM,Joffrey Lauvergne\lauvejo01,,3,149,2254,913,604,135,.470,.299,.738,15.1,6.1,4.1,0.9,3.7,.080,-3.0,-0.5
1329,56,DET,Peyton Siva\sivape01,University of Louisville,1,24,224,54,14,34,.316,.280,.733,9.3,2.3,0.6,1.4,-0.2,-.032,-7.3,-0.3
1330,57,PHO,Alex Oriakhi\oriakal01,University of Missouri,,,,,,,,,,,,,,,,,
1331,58,SAS,Deshaun Thomas\thomade01,Ohio State University,,,,,,,,,,,,,,,,,
1332,59,MIN,Bojan Dubljevic\dubljbo01,,,,,,,,,,,,,,,,,,
1333,60,MEM,Janis Timma\timmaja01,,,,,,,,,,,,,,,,,,
1334,1,CLE,Andrew Wiggins\wiggian01,University of Kansas,3,240,8680,4854,974,512,.450,.331,.759,36.2,20.2,4.1,2.1,10.2,.056,-2.3,-0.7
1335,2,MIL,Jabari Parker\parkeja01,Duke University,3,152,4874,2403,846,314,.491,.341,.748,32.1,15.8,5.6,2.1,9.0,.088,-1.3,0.9
1336,3,PHI,Joel Embiid\embiijo01,University of Kansas,1,31,786,627,243,66,.466,.367,.783,25.4,20.2,7.8,2.1,1.9,.117,3.2,1.0
1337,4,ORL,Aaron Gordon\gordoaa01,University of Arizona,3,201,4824,1901,1053,304,.456,.288,.691,24.0,9.5,5.2,1.5,9.5,.095,-0.2,2.2
1338,5,UTA,Dante Exum\exumda01,,2,144,2955,786,254,298,.388,.308,.748,20.5,5.5,1.8,2.1,1.3,.020,-3.3,-1.0
1339,6,BOS,Marcus Smart\smartma01,Oklahoma State University,3,202,5724,1867,766,726,.358,.289,.759,28.3,9.2,3.8,3.6,8.5,.071,0.4,3.4
1340,7,LAL,Julius Randle\randlju01,University of Kentucky,3,151,4302,1823,1430,396,.453,.287,.715,28.5,12.1,9.5,2.6,4.5,.051,-2.1,-0.1
1341,8,SAC,Nik Stauskas\stausni01,University of Michigan,3,222,5015,1644,487,382,.386,.343,.803,22.6,7.4,2.2,1.7,2.3,.022,-3.2,-1.5
1342,9,CHH,Noah Vonleh\vonleno01,Indiana University,3,173,2569,658,731,60,.439,.291,.669,14.8,3.8,4.2,0.3,2.8,.053,-4.6,-1.7
1343,10,PHI,Elfrid Payton\paytoel01,University of Louisiana at Lafayette,3,233,6924,2491,977,1492,.445,.286,.610,29.7,10.7,4.2,6.4,8.7,.061,-0.3,2.9
1344,11,DEN,Doug McDermott\mcderdo01,Creighton University,3,181,3618,1444,405,123,.446,.394,.848,20.0,8.0,2.2,0.7,5.2,.068,-3.7,-1.6
1345,12,ORL,Dario Saric\saricda01,,1,78,2058,1005,490,174,.411,.314,.785,26.4,12.9,6.3,2.2,1.0,.023,-2.3,-0.2
1346,13,MIN,Zach LaVine\lavinza01,University of California Los Angeles,3,206,5945,2817,601,666,.445,.378,.821,28.9,13.7,2.9,3.2,5.0,.040,-2.0,0.0
1347,14,PHO,T.J. Warren\warretj01,North Carolina State University,3,149,3609,1645,539,139,.500,.303,.747,24.2,11.0,3.6,0.9,6.9,.092,-0.9,1.0
1348,15,ATL,Adreian Payne\paynead01,Michigan State University,3,100,1353,408,305,65,.400,.236,.670,13.5,4.1,3.1,0.7,-0.7,-.026,-5.5,-1.2
1349,16,CHI,Jusuf Nurkic\nurkiju01,,3,159,3041,1351,1024,211,.469,.000,.601,19.1,8.5,6.4,1.3,3.8,.060,-0.6,1.1
1350,17,BOS,James Young\youngja01,University of Kentucky,3,87,743,201,94,26,.369,.278,.550,8.5,2.3,1.1,0.3,0.7,.048,-3.8,-0.3
1351,18,PHO,Tyler Ennis\ennisty01,Syracuse University,3,127,1500,493,152,233,.412,.328,.767,11.8,3.9,1.2,1.8,0.2,.006,-5.5,-1.3
1352,19,CHI,Gary Harris\harriga01,Michigan State University,3,184,4802,1912,446,317,.460,.355,.793,26.1,10.4,2.4,1.7,7.5,.075,0.0,2.4
1353,20,TOR,Bruno Caboclo\cabocbr01,,3,22,89,16,10,4,.207,.308,,4.0,0.7,0.5,0.2,-0.4,-.205,-10.4,-0.2
1354,21,OKC,Mitch McGary\mcgarmi01,University of Michigan,2,52,557,227,183,17,.527,.000,.580,10.7,4.4,3.5,0.3,1.3,.108,-3.1,-0.2
1355,22,MEM,Jordan Adams\adamsjo01,University of California Los Angeles,2,32,263,101,30,19,.402,.385,.607,8.2,3.2,0.9,0.6,0.4,.070,-0.5,0.1
1356,23,UTA,Rodney Hood\hoodro01,Duke University,3,185,5132,2303,573,387,.417,.367,.817,27.7,12.4,3.1,2.1,10.9,.102,-0.2,2.4
1357,24,CHH,Shabazz Napier\napiesh01,University of Connecticut,3,156,2060,625,218,287,.364,.346,.757,13.2,4.0,1.4,1.8,0.9,.022,-3.3,-0.7
1358,25,HOU,Clint Capela\capelca01,,3,151,3035,1337,1030,110,.606,.000,.434,20.1,8.9,6.8,0.7,10.0,.159,0.4,1.8
1359,26,MIA,P.J. Hairston\hairspj02,University of North Carolina,2,111,2000,664,266,59,.343,.295,.810,18.0,6.0,2.4,0.5,0.9,.021,-3.9,-1.0
1360,27,PHO,Bogdan Bogdanovic\bogdabo01,,,,,,,,,,,,,,,,,,
1361,28,LAC,C.J. Wilcox\wilcocj01,University of Washington,3,66,376,132,31,30,.370,.333,.813,5.7,2.0,0.5,0.5,0.1,.008,-5.1,-0.3
1362,29,OKC,Josh Huestis\huestjo01,Stanford University,2,6,62,21,14,1,.500,.625,.000,10.3,3.5,2.3,0.2,0.1,.082,-3.1,0.0
1363,30,SAS,Kyle Anderson\anderky01,University of California Los Angeles,3,178,2503,636,498,230,.442,.341,.762,14.1,3.6,2.8,1.3,6.2,.118,1.1,1.9
1364,31,MIL,Damien Inglis\inglida01,,1,20,156,36,31,10,.351,.231,.875,7.8,1.8,1.6,0.5,-0.1,-.024,-6.4,-0.2
1365,32,PHI,K.J. McDaniels\mcdankj01,Clemson University,3,145,2037,760,311,94,.414,.296,.772,14.0,5.2,2.1,0.6,1.4,.033,-3.1,-0.6
1366,33,CLE,Joe Harris\harrijo01,University of Virginia,3,108,1646,567,191,82,.418,.379,.688,15.2,5.3,1.8,0.8,1.0,.028,-3.3,-0.5
1367,34,NYK,Cleanthony Early\earlycl01,Wichita State University,2,56,801,241,123,42,.346,.263,.750,14.3,4.3,2.2,0.8,-0.6,-.039,-5.7,-0.8
1368,35,UTA,Jarnell Stokes\stokeja01,University of Tennessee,3,28,151,67,40,7,.581,,.531,5.4,2.4,1.4,0.3,0.6,.202,1.0,0.1
1369,36,MIL,Johnny O'Bryant III\obryajo01,Louisiana State University,3,111,1305,338,259,55,.404,.571,.603,11.8,3.0,2.3,0.5,-0.1,-.003,-6.7,-1.5
1370,37,TOR,DeAndre Daniels\daniede01,University of Connecticut,,,,,,,,,,,,,,,,,
1371,38,DET,Spencer Dinwiddie\dinwisp01,University of Colorado,3,101,1849,598,215,300,.384,.285,.771,18.3,5.9,2.1,3.0,2.6,.069,-2.2,-0.1
1372,39,PHI,Jerami Grant\grantje01,Syracuse University,3,218,4894,1572,748,258,.411,.301,.628,22.4,7.2,3.4,1.2,5.3,.052,-2.1,-0.1
1373,40,MIN,Glenn Robinson III\robingl02,University of Michigan,3,149,2195,663,352,84,.447,.376,.698,14.7,4.4,2.4,0.6,3.4,.074,-2.3,-0.2
1374,41,DEN,Nikola Jokic\jokicni01,,2,148,3617,1923,1215,518,.551,.332,.817,24.4,13.0,8.2,3.5,15.5,.206,6.4,7.7
1375,42,HOU,Nick Johnson\johnsni01,University of Arizona,1,28,262,74,39,11,.347,.238,.680,9.4,2.6,1.4,0.4,-0.1,-.020,-7.3,-0.3
1376,43,ATL,Walter Tavares\tavarwa01,,2,12,77,27,22,3,.600,,.300,6.4,2.3,1.8,0.3,0.2,.098,-3.0,0.0
1377,44,MIN,Markel Brown\brownma02,Oklahoma State University,2,109,1763,579,229,130,.382,.297,.781,16.2,5.3,2.1,1.2,1.1,.031,-2.7,-0.3
1378,45,CHH,Dwight Powell\poweldw01,Stanford University,3,170,2446,947,611,99,.506,.214,.752,14.4,5.6,3.6,0.6,8.1,.159,0.5,1.5
1379,46,WAS,Jordan Clarkson\clarkjo01,University of Missouri,3,215,6278,3055,731,595,.440,.335,.812,29.2,14.2,3.4,2.8,5.4,.042,-1.7,0.5
1380,47,PHI,Russ Smith\smithru01,University of Louisville,2,27,131,53,15,19,.319,.188,.769,4.9,2.0,0.6,0.7,-0.2,-.068,-6.4,-0.1
1381,48,MIL,Lamar Patterson\pattela01,University of Pittsburgh,2,40,435,93,57,45,.326,.236,.720,10.9,2.3,1.4,1.1,0.1,.006,-5.5,-0.4
1382,49,CHI,Cameron Bairstow\bairsca01,University of New Mexico,2,36,167,44,36,7,.296,.200,.846,4.6,1.2,1.0,0.2,-0.1,-.021,-7.7,-0.2
1383,50,PHO,Alec Brown\brownal01,University of Wisconsin-Green Bay,,,,,,,,,,,,,,,,,
1384,51,NYK,Thanasis Antetokounmpo\antetth01,,1,2,6,6,1,0,.750,.000,,3.0,3.0,0.5,0.0,0.0,.291,-4.1,0.0
1385,52,PHI,Vasilije Micic\micicva01,,,,,,,,,,,,,,,,,,
1386,53,MIN,Alessandro Gentile\gential01,,,,,,,,,,,,,,,,,,
1387,54,PHI,Nemanja Dangubic\dangune01,,,,,,,,,,,,,,,,,,
1388,55,MIA,Semaj Christon\chrisse01,Xavier University,1,59,861,168,83,119,.351,.167,.548,14.6,2.8,1.4,2.0,0.1,.003,-6.3,-0.9
1389,56,DEN,Roy Devyn Marble\marblde01,University of Iowa,2,44,457,97,69,29,.304,.222,.375,10.4,2.2,1.6,0.7,-0.3,-.028,-5.0,-0.3
1390,57,IND,Louis Labeyrie\labeylo01,,,,,,,,,,,,,,,,,,
1391,58,SAS,Jordan McRae\mcraejo01,University of Tennessee,2,59,579,260,60,44,.404,.384,.774,9.8,4.4,1.0,0.7,0.5,.042,-5.8,-0.5
1392,59,TOR,Xavier Thames\thamexa01,San Diego State University,,,,,,,,,,,,,,,,,
1393,60,SAS,Cory Jefferson\jeffeco01,Baylor University,2,58,581,205,161,16,.444,.125,.583,10.0,3.5,2.8,0.3,0.9,.071,-4.6,-0.4
1394,1,MIN,Karl-Anthony Towns\townska01,University of Kentucky,2,159,5469,3414,1781,367,.539,.353,.822,34.4,21.5,11.2,2.3,19.8,.174,3.8,8.0
1395,2,LAL,D'Angelo Russell\russeda01,Ohio State University,2,141,4002,2009,487,560,.409,.352,.756,28.4,14.2,3.5,4.0,1.3,.016,-1.2,0.8
1396,3,PHI,Jahlil Okafor\okafoja01,Duke University,2,103,2725,1518,613,123,.510,.167,.679,26.5,14.7,6.0,1.2,2.4,.043,-3.8,-1.2
1397,4,NYK,Kristaps Porzingis\porzikr01,,2,138,4211,2224,1000,191,.436,.346,.811,30.5,16.1,7.2,1.4,8.9,.101,0.2,2.3
1398,5,ORL,Mario Hezonja\hezonma01,,2,140,2280,760,307,167,.397,.322,.857,16.3,5.4,2.2,1.2,0.0,.001,-4.1,-1.2
1399,6,SAC,Willie Cauley-Stein\caulewi01,University of Kentucky,2,137,2729,1012,656,109,.546,.000,.657,19.9,7.4,4.8,0.8,6.5,.114,-0.2,1.2
1400,7,DEN,Emmanuel Mudiay\mudiaem01,,2,120,3416,1446,399,579,.366,.318,.719,28.5,12.1,3.3,4.8,-2.2,-.031,-4.2,-1.9
1401,8,DET,Stanley Johnson\johnsst04,University of Arizona,2,145,2927,903,483,211,.370,.295,.745,20.2,6.2,3.3,1.5,1.1,.017,-2.3,-0.2
1402,9,CHO,Frank Kaminsky\kaminfr01,University of Wisconsin,2,152,3568,1450,664,245,.406,.338,.746,23.5,9.5,4.4,1.6,5.9,.079,-1.1,0.8
1403,10,MIA,Justise Winslow\winslju01,Duke University,2,96,2857,698,497,183,.400,.258,.665,29.8,7.3,5.2,1.9,2.4,.041,-1.1,0.7
1404,11,IND,Myles Turner\turnemy01,University of Texas at Austin,2,137,3791,1723,881,142,.503,.328,.781,27.7,12.6,6.4,1.0,10.3,.131,0.5,2.4
1405,12,UTA,Trey Lyles\lylestr01,University of Kentucky,2,149,2526,922,529,129,.401,.341,.707,17.0,6.2,3.6,0.9,3.1,.059,-2.8,-0.5
1406,13,PHO,Devin Booker\bookede01,University of Kentucky,2,151,4736,2695,426,456,.424,.353,.838,31.4,17.8,2.8,3.0,3.7,.037,-2.8,-0.9
1407,14,OKC,Cameron Payne\payneca01,Murray State University,2,87,1158,443,132,163,.378,.320,.750,13.3,5.1,1.5,1.9,1.0,.041,-3.6,-0.5
1408,15,ATL,Kelly Oubre\oubreke01,University of Kansas,2,138,2150,694,375,55,.423,.298,.713,15.6,5.0,2.7,0.4,2.3,.052,-3.5,-0.8
1409,16,BOS,Terry Rozier\roziete01,University of Louisville,2,110,1551,474,284,165,.348,.308,.784,14.1,4.3,2.6,1.5,1.1,.034,-3.4,-0.5
1410,17,MIL,Rashad Vaughn\vaughra01,University of Nevada Las Vegas,2,108,1406,341,133,57,.323,.302,.737,13.0,3.2,1.2,0.5,-0.7,-.025,-5.7,-1.3
1411,18,HOU,Sam Dekker\dekkesa01,University of Wisconsin,2,80,1425,504,285,76,.473,.321,.559,17.8,6.3,3.6,1.0,3.2,.107,-0.9,0.4
1412,19,WAS,Jerian Grant\grantje02,University of Notre Dame,2,135,2183,744,236,274,.400,.295,.817,16.2,5.5,1.7,2.0,2.6,.058,-2.5,-0.3
1413,20,TOR,Delon Wright\wrighde01,University of Utah,2,50,630,242,81,84,.446,.359,.762,12.6,4.8,1.6,1.7,1.7,.126,0.6,0.4
1414,21,DAL,Justin Anderson\anderju01,University of Virginia,2,126,1757,683,367,90,.415,.288,.798,13.9,5.4,2.9,0.7,2.8,.076,-1.5,0.2
1415,22,CHI,Bobby Portis\portibo01,University of Arkansas,2,122,2021,830,598,82,.450,.309,.702,16.6,6.8,4.9,0.7,3.3,.079,-3.6,-0.8
1416,23,POR,Rondae Hollis-Jefferson\holliro01,University of Arizona,2,103,2254,797,571,186,.443,.231,.733,21.9,7.7,5.5,1.8,3.6,.076,-0.5,0.9
1417,24,CLE,Tyus Jones\jonesty01,Duke University,2,92,1273,342,106,248,.381,.322,.747,13.8,3.7,1.2,2.7,1.6,.061,-2.9,-0.3
1418,25,MEM,Jarell Martin\martija01,Louisiana State University,2,67,918,308,240,22,.417,.333,.755,13.7,4.6,3.6,0.3,1.3,.068,-5.4,-0.8
1419,26,SAS,Nikola Milutinov\milutni01,,,,,,,,,,,,,,,,,,
1420,27,LAL,Larry Nance Jr.\nancela02,University of Wyoming,2,121,2564,746,632,128,.527,.211,.706,21.2,6.2,5.2,1.1,5.0,.094,-0.1,1.3
1421,28,BOS,R.J. Hunter\hunterj01,Georgia State University,2,39,324,97,38,13,.364,.297,.857,8.3,2.5,1.0,0.3,0.3,.041,-3.7,-0.1
1422,29,BRK,Chris McCullough\mcculch01,Syracuse University,2,39,436,148,85,11,.429,.350,.500,11.2,3.8,2.2,0.3,0.5,.053,-1.5,0.1
1423,30,GSW,Kevon Looney\looneke01,University of California Los Angeles,2,58,468,144,134,29,.526,.273,.618,8.1,2.5,2.3,0.5,1.5,.155,-0.1,0.2
1424,31,MIN,Cedi Osman\osmande01,,,,,,,,,,,,,,,,,,
1425,32,HOU,Montrezl Harrell\harremo01,University of Louisville,2,94,1369,637,265,79,.649,.143,.596,14.6,6.8,2.8,0.8,4.8,.169,0.4,0.8
1426,33,BOS,Jordan Mickey\mickejo01,Louisiana State University,2,39,193,58,45,8,.418,.000,.545,4.9,1.5,1.2,0.2,0.2,.044,-4.5,-0.1
1427,34,LAL,Anthony Brown\brownan02,Stanford University,2,40,758,158,103,27,.324,.278,.850,19.0,4.0,2.6,0.7,-0.3,-.018,-4.8,-0.5
1428,35,PHI,Willy Hernangomez\hernawi01,,1,68,1216,532,463,85,.534,.214,.714,17.9,7.8,6.8,1.3,3.0,.120,-0.1,0.6
1429,36,MIN,Rakeem Christmas\chrisra01,Syracuse University,2,27,223,62,57,4,.467,,.741,8.3,2.3,2.1,0.1,0.5,.103,-4.0,-0.1
1430,37,PHI,Richaun Holmes\holmeri01,Bowling Green State University,2,104,1760,787,412,87,.547,.287,.683,16.9,7.6,4.0,0.8,4.9,.135,0.8,1.2
1431,38,DET,Darrun Hilliard\hillida01,Villanova University,2,73,705,246,74,55,.366,.318,.719,9.7,3.4,1.0,0.8,0.2,.013,-5.3,-0.6
1432,39,CHO,Juan Pablo Vaulet\vauleju01,,,,,,,,,,,,,,,,,,
1433,40,MIA,Josh Richardson\richajo01,University of Tennessee,2,100,2529,807,259,195,.411,.364,.712,25.3,8.1,2.6,2.0,4.1,.077,-0.1,1.2
1434,41,BRK,Pat Connaughton\connapa01,University of Notre Dame,2,70,381,98,71,28,.375,.350,.857,5.4,1.4,1.0,0.4,0.1,.015,-5.1,-0.3
1435,42,UTA,Olivier Hanlan\hanlaol01,Boston College,,,,,,,,,,,,,,,,,
1436,43,IND,Joseph Young\youngjo01,University of Oregon,2,72,516,220,66,80,.364,.217,.775,7.2,3.1,0.9,1.1,-0.1,-.013,-5.9,-0.5
1437,44,PHO,Andrew Harrison\harrian01,University of Kentucky,1,68,1378,401,124,186,.324,.286,.764,20.3,5.9,1.8,2.7,1.5,.051,-2.6,-0.2
1438,45,BOS,Marcus Thornton\thornma02,College of William & Mary,,,,,,,,,,,,,,,,,
1439,46,MIL,Norman Powell\powelno01,University of California Los Angeles,2,123,2055,882,276,127,.435,.348,.795,16.7,7.2,2.2,1.0,4.0,.092,-1.4,0.3
1440,47,PHI,Arturas Gudaitis\gudaiar01,,,,,,,,,,,,,,,,,,
1441,48,OKC,Dakari Johnson\johnsda04,University of Kentucky,,,,,,,,,,,,,,,,,
1442,49,WAS,Aaron White\whiteaa01,University of Iowa,,,,,,,,,,,,,,,,,
1443,50,ATL,Marcus Eriksson\eriksma01,,,,,,,,,,,,,,,,,,
1444,51,ORL,Tyler Harvey\harvety01,Eastern Washington University,,,,,,,,,,,,,,,,,
1445,52,DAL,Satnam Singh\singhsa01,,,,,,,,,,,,,,,,,,
1446,53,CLE,Sir'Dominic Pointer\pointsi01,St. John's University,,,,,,,,,,,,,,,,,
1447,54,UTA,Dani Diez\diezda01,,,,,,,,,,,,,,,,,,
1448,55,SAS,Cady Lalanne\lalanca01,University of Massachusetts Amherst,,,,,,,,,,,,,,,,,
1449,56,NOP,Branden Dawson\dawsobr01,Michigan State University,1,6,29,5,4,0,.400,,1.000,4.8,0.8,0.7,0.0,0.0,.069,-6.6,0.0
1450,57,DEN,Nikola Radicevic\radicni01,,,,,,,,,,,,,,,,,,
1451,58,PHI,J.P. Tokoto\tokotjp01,University of North Carolina,,,,,,,,,,,,,,,,,
1452,59,ATL,Dimitrios Agravanis\agravdi01,,,,,,,,,,,,,,,,,,
1453,60,PHI,Luka Mitrovic\mitrolu01,,,,,,,,,,,,,,,,,,
1454,1,PHI,Ben Simmons\simmobe01,Louisiana State University,,,,,,,,,,,,,,,,,
1455,2,LAL,Brandon Ingram\ingrabr01,Duke University,1,75,2166,690,303,153,.406,.297,.623,28.9,9.2,4.0,2.0,-0.3,-.006,-4.0,-1.1
1456,3,BOS,Jaylen Brown\brownja02,University of California,1,74,1267,485,211,59,.455,.336,.686,17.1,6.6,2.9,0.8,1.5,.056,-3.9,-0.6
1457,4,PHO,Dragan Bender\bendedr01,,1,40,507,130,90,17,.368,.314,.300,12.7,3.3,2.3,0.4,-0.2,-.020,-4.2,-0.3
1458,5,MIN,Kris Dunn\dunnkr01,Providence College,1,73,1249,278,159,165,.381,.286,.610,17.1,3.8,2.2,2.3,0.2,.007,-2.1,0.0
1459,6,NOP,Buddy Hield\hieldbu01,University of Oklahoma,1,78,1755,791,251,112,.422,.390,.868,22.5,10.1,3.2,1.4,1.3,.035,-2.8,-0.4
1460,7,DEN,Jamal Murray\murraja01,University of Kentucky,1,78,1617,738,200,144,.397,.332,.872,20.7,9.5,2.6,1.8,0.9,.027,-3.0,-0.4
1461,8,SAC,Marquesse Chriss\chrisma01,University of Washington,1,79,1673,718,335,57,.448,.318,.621,21.2,9.1,4.2,0.7,1.7,.048,-1.7,0.1
1462,9,TOR,Jakob Poeltl\poeltja01,University of Utah,1,51,586,150,152,10,.556,,.545,11.5,2.9,3.0,0.2,1.3,.110,-1.1,0.1
1463,10,MIL,Thon Maker\makerth01,,1,53,491,208,92,18,.461,.394,.622,9.3,3.9,1.7,0.3,1.2,.113,-1.8,0.0
1464,11,ORL,Domantas Sabonis\sabondo01,Gonzaga University,1,77,1564,452,274,79,.407,.329,.627,20.3,5.9,3.6,1.0,0.8,.024,-4.8,-1.1
1465,12,UTA,Taurean Prince\princta02,Baylor University,1,54,843,284,143,43,.391,.314,.798,15.6,5.3,2.6,0.8,1.0,.054,-2.4,-0.1
1466,13,PHO,Georgios Papagiannis\papagge01,,1,18,262,89,66,10,.526,.000,.900,14.6,4.9,3.7,0.6,0.4,.065,-3.1,-0.1
1467,14,CHI,Denzel Valentine\valende01,Michigan State University,1,53,930,280,144,59,.355,.350,.778,17.5,5.3,2.7,1.1,0.5,.027,-2.7,-0.2
1468,15,DEN,Juan Hernangomez\hernaju01,,1,58,763,274,171,27,.474,.435,.750,13.2,4.7,2.9,0.5,1.9,.119,-0.6,0.3
1469,16,BOS,Guerschon Yabusele\yabusgu01,,,,,,,,,,,,,,,,,,
1470,17,MEM,Wade Baldwin\baldwwa01,Vanderbilt University,1,30,372,88,41,60,.299,.100,.824,12.4,2.9,1.4,2.0,-0.3,-.043,-5.9,-0.4
1471,18,DET,Henry Ellenson\ellenhe01,Marquette University,1,15,57,21,12,4,.348,.286,1.000,3.8,1.4,0.8,0.3,-0.1,-.089,-8.6,-0.1
1472,19,DEN,Malik Beasley\beaslma01,Florida State University,1,19,90,50,9,6,.432,.353,.750,4.7,2.6,0.5,0.3,0.1,.042,-5.1,-0.1
1473,20,IND,Caris LeVert\leverca01,University of Michigan,1,53,1132,407,172,104,.446,.315,.723,21.4,7.7,3.2,2.0,1.6,.070,-0.9,0.3
1474,21,ATL,DeAndre Bembry\bembrde01,Saint Joseph's University,1,34,315,86,47,23,.460,.000,.375,9.3,2.5,1.4,0.7,0.2,.031,-5.1,-0.2
1475,22,CHO,Malachi Richardson\richama01,Syracuse University,1,22,198,79,23,11,.412,.286,.789,9.0,3.6,1.0,0.5,0.1,.029,-5.5,-0.2
1476,23,BOS,Ante Zizic\zizican01,,,,,,,,,,,,,,,,,,
1477,24,PHI,Timothe Luwawu\luwawti01,,1,65,1061,377,134,64,.393,.300,.840,16.3,5.8,2.1,1.0,0.5,.021,-4.7,-0.7
1478,25,LAC,Brice Johnson\johnsbr02,University of North Carolina,1,2,7,2,3,1,.250,,,3.5,1.0,1.5,0.5,0.0,-.159,0.9,0.0
1479,26,PHI,Furkan Korkmaz\korkmfu01,,,,,,,,,,,,,,,,,,
1480,27,TOR,Pascal Siakam\siakapa01,New Mexico State University,1,54,831,221,176,17,.503,.167,.688,15.4,4.1,3.3,0.3,1.5,.087,-1.0,0.2
1481,28,PHO,Skal Labissiere\labissk01,University of Kentucky,1,29,489,226,143,21,.522,.333,.679,16.9,7.8,4.9,0.7,0.7,.072,-3.8,-0.2
1482,29,SAS,Dejounte Murray\murrade01,University of Washington,1,37,316,128,42,48,.426,.391,.700,8.5,3.5,1.1,1.3,0.0,.001,-5.0,-0.2
1483,30,GSW,Damian Jones\jonesda03,Vanderbilt University,1,9,66,15,16,0,.462,,.375,7.3,1.7,1.8,0.0,0.0,.013,-9.5,-0.1
1484,31,BOS,Deyonta Davis\davisde01,Michigan State University,1,33,212,56,57,2,.535,,.556,6.4,1.7,1.7,0.1,0.5,.103,-4.0,-0.1
